threshold,tp,tn,fp,fn,tpr,fpr
1.82,298,58,242,2,0.993333333333,0.806666666667
1.83,298,56,244,2,0.993333333333,0.813333333333
1.84,298,55,245,2,0.993333333333,0.816666666667
1.85,298,54,246,2,0.993333333333,0.82
1.86,298,53,247,2,0.993333333333,0.823333333333
1.87,298,52,248,2,0.993333333333,0.826666666667
1.8800000000000001,298,49,251,2,0.993333333333,0.836666666667
1.8900000000000001,298,47,253,2,0.993333333333,0.843333333333
1.9000000000000001,298,45,255,2,0.993333333333,0.85
1.9100000000000001,298,44,256,2,0.993333333333,0.853333333333
1.92,298,43,257,2,0.993333333333,0.856666666667
1.93,298,42,258,2,0.993333333333,0.86
1.94,298,41,259,2,0.993333333333,0.863333333333
1.95,298,39,261,2,0.993333333333,0.87
1.96,298,38,262,2,0.993333333333,0.873333333333
1.97,299,38,262,1,0.996666666667,0.873333333333
1.98,299,38,262,1,0.996666666667,0.873333333333
1.99,299,37,263,1,0.996666666667,0.876666666667
2.0,299,35,265,1,0.996666666667,0.883333333333
2.0100000000000002,299,35,265,1,0.996666666667,0.883333333333
2.02,299,34,266,1,0.996666666667,0.886666666667
2.0300000000000002,299,33,267,1,0.996666666667,0.89
2.04,299,33,267,1,0.996666666667,0.89
2.05,299,30,270,1,0.996666666667,0.9
2.06,299,30,270,1,0.996666666667,0.9
2.07,299,30,270,1,0.996666666667,0.9
2.08,300,30,270,0,1.0,0.9
2.09,300,29,271,0,1.0,0.903333333333
2.1,300,29,271,0,1.0,0.903333333333
2.11,300,28,272,0,1.0,0.906666666667
2.12,300,26,274,0,1.0,0.913333333333
2.13,300,25,275,0,1.0,0.916666666667
2.14,300,21,279,0,1.0,0.93
2.15,300,21,279,0,1.0,0.93
2.16,300,20,280,0,1.0,0.933333333333
2.17,300,20,280,0,1.0,0.933333333333
2.18,300,19,281,0,1.0,0.936666666667
2.19,300,17,283,0,1.0,0.943333333333
2.2,300,17,283,0,1.0,0.943333333333
2.21,300,17,283,0,1.0,0.943333333333
2.22,300,15,285,0,1.0,0.95
2.23,300,14,286,0,1.0,0.953333333333
2.24,300,14,286,0,1.0,0.953333333333
2.25,300,14,286,0,1.0,0.953333333333
2.2600000000000002,300,12,288,0,1.0,0.96
2.27,300,10,290,0,1.0,0.966666666667
2.2800000000000002,300,10,290,0,1.0,0.966666666667
2.29,300,9,291,0,1.0,0.97
2.3000000000000003,300,9,291,0,1.0,0.97
2.31,300,9,291,0,1.0,0.97
2.32,300,9,291,0,1.0,0.97
2.33,300,8,292,0,1.0,0.973333333333
2.34,300,7,293,0,1.0,0.976666666667
2.35,300,6,294,0,1.0,0.98
2.36,300,6,294,0,1.0,0.98
2.37,300,5,295,0,1.0,0.983333333333
2.38,300,5,295,0,1.0,0.983333333333
2.39,300,5,295,0,1.0,0.983333333333
2.4,300,4,296,0,1.0,0.986666666667
2.41,300,4,296,0,1.0,0.986666666667
2.42,300,4,296,0,1.0,0.986666666667
2.43,300,4,296,0,1.0,0.986666666667
2.44,300,4,296,0,1.0,0.986666666667
2.45,300,4,296,0,1.0,0.986666666667
2.46,300,4,296,0,1.0,0.986666666667
2.47,300,4,296,0,1.0,0.986666666667
2.48,300,3,297,0,1.0,0.99
2.49,300,3,297,0,1.0,0.99
2.5,300,2,298,0,1.0,0.993333333333
2.5100000000000002,300,2,298,0,1.0,0.993333333333
2.52,300,2,298,0,1.0,0.993333333333
2.5300000000000002,300,2,298,0,1.0,0.993333333333
2.54,300,1,299,0,1.0,0.996666666667
2.5500000000000003,300,1,299,0,1.0,0.996666666667
2.56,300,1,299,0,1.0,0.996666666667
2.57,300,1,299,0,1.0,0.996666666667
2.58,300,1,299,0,1.0,0.996666666667
2.59,300,1,299,0,1.0,0.996666666667
2.6,300,1,299,0,1.0,0.996666666667
2.61,300,1,299,0,1.0,0.996666666667
2.62,300,1,299,0,1.0,0.996666666667
2.63,300,1,299,0,1.0,0.996666666667
2.64,300,1,299,0,1.0,0.996666666667
2.65,300,1,299,0,1.0,0.996666666667
2.66,300,1,299,0,1.0,0.996666666667
2.67,300,1,299,0,1.0,0.996666666667
2.68,300,1,299,0,1.0,0.996666666667
2.69,300,0,300,0,1.0,1.0
4.0,300,0,300,0,1.0,1.0
